,ImageID,Cell Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
2,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,527.0,20.0,L49501-1F,L40720_1M,M,KO,21
3,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,516.0,30.0,L49501-1F,L40720_1M,M,KO,21
4,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,545.0,40.0,L49501-1F,L40720_1M,M,KO,21
5,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,506.0,50.0,L49501-1F,L40720_1M,M,KO,21
6,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,502.0,60.0,L49501-1F,L40720_1M,M,KO,21
7,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,535.0,70.0,L49501-1F,L40720_1M,M,KO,21
8,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,598.0,80.0,L49501-1F,L40720_1M,M,KO,21
9,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,615.0,90.0,L49501-1F,L40720_1M,M,KO,21
0,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,235.0,0.0,L49501-1F,L40720_1M,M,KO,21
1,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,418.0,10.0,L49501-1F,L40720_1M,M,KO,21
2,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,512.0,20.0,L49501-1F,L40720_1M,M,KO,21
3,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,530.0,30.0,L49501-1F,L40720_1M,M,KO,21
4,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,497.0,40.0,L49501-1F,L40720_1M,M,KO,21
5,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,445.0,50.0,L49501-1F,L40720_1M,M,KO,21
6,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,466.0,60.0,L49501-1F,L40720_1M,M,KO,21
7,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,496.0,70.0,L49501-1F,L40720_1M,M,KO,21
8,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,528.0,80.0,L49501-1F,L40720_1M,M,KO,21
9,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,608.0,90.0,L49501-1F,L40720_1M,M,KO,21
0,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,223.0,0.0,L49501-1F,L40720_1M,M,KO,21
1,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,424.0,10.0,L49501-1F,L40720_1M,M,KO,21
2,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,518.0,20.0,L49501-1F,L40720_1M,M,KO,21
3,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,530.0,30.0,L49501-1F,L40720_1M,M,KO,21
4,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,497.0,40.0,L49501-1F,L40720_1M,M,KO,21
5,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,477.0,50.0,L49501-1F,L40720_1M,M,KO,21
6,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,501.0,60.0,L49501-1F,L40720_1M,M,KO,21
7,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,509.0,70.0,L49501-1F,L40720_1M,M,KO,21
8,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,544.0,80.0,L49501-1F,L40720_1M,M,KO,21
9,Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,609.0,90.0,L49501-1F,L40720_1M,M,KO,21
0,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,239.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,459.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,531.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,564.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,515.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,481.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,482.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,534.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,557.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,595.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,408.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,543.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,520.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,459.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,452.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,474.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,472.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,516.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,552.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,565.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,294.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,516.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,515.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,538.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,483.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,487.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,449.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,481.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,507.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,578.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,181.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,391.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,417.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,466.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,508.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,458.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,483.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,492.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,505.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,555.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,268.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,471.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,519.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,527.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,535.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,457.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,491.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,547.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,580.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,612.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,197.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,442.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,508.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,532.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,501.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,474.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,450.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,495.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,533.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,616.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,209.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,421.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,462.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,468.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,514.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,449.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,444.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,482.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,552.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,590.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,364.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,492.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,527.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,565.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,523.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,498.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,501.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,528.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,588.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,591.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,225.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,436.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,493.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,500.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,488.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,464.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,463.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,505.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,539.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,580.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_DAPI_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,238.0,0.0,L41180_2F,L41180_2F,F,WT,21
